query_name,Length,cog_myva,COG_category,COG,description,Evalue,Identities,QueryLength,LengthQuery
XC_1797,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1798,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1799,1486,,,COG1201,gi|357417161|ref|YP_004930181.1| ATP-dependent DNA helicase [Pseudoxanthomonas spadix BD-a59],0,0.712131596984236,1464,1457
XC_1800,269,,,COG2094,gi|283778371|ref|YP_003369126.1| DNA-3-methyladenine glycosylase [Pirellula staleyi DSM 6068],1E-16,0.302681992337165,207,258
XC_1801,554,,,COG0840,gi|383759596|ref|YP_005438582.1| methyl-accepting chemotaxis protein [Rubrivivax gelatinosus IL144],2E-149,0.516754850088183,552,552
XC_1802,185,,,COG0835,gi|89899711|ref|YP_522182.1| CheW protein [Albidiferax ferrireducens T118],3E-52,0.520710059171598,169,169
XC_1803,343,,,COG3706; COG2203,gi|297566847|ref|YP_003685819.1| diguanylate cyclase [Meiothermus silvanus DSM 9946],3E-76,0.444444444444444,334,338
XC_1804,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1805,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1806,133,,,COG2916,gi|188576148|ref|YP_001913077.1| virulence regulator [Xanthomonas oryzae pv. oryzae PXO99A],5E-77,0.917910447761194,134,133
XC_1807,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1808,849,,,COG3285; COG1793,gi|190574460|ref|YP_001972305.1| DNA ligase family protein [Stenotrophomonas maltophilia K279a],0,0.779740871613663,849,845
XC_1809,363,,,COG0349,gi|188576150|ref|YP_001913079.1| ribonuclease D [Xanthomonas oryzae pv. oryzae PXO99A],0,0.903047091412742,362,361
XC_1810,556,,,COG1262,gi|188576152|ref|YP_001913081.1| hypothetical protein PXO_00418 [Xanthomonas oryzae pv. oryzae PXO99A],0,0.87410071942446,627,556
XC_1811,420,,,COG3946,gi|188576154|ref|YP_001913083.1| virulence protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.757281553398058,415,412
XC_1812,445,,,COG1570,gi|188576156|ref|YP_001913085.1| exodeoxyribonuclease VII large subunit [Xanthomonas oryzae pv. oryzae PXO99A],0,0.878378378378378,446,444
XC_1813,355,,,COG1600,gi|188576157|ref|YP_001913086.1| iron-sulfur cluster binding protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.929577464788732,355,355
XC_1814,495,,,COG0062; COG0063,gi|188576158|ref|YP_001913087.1| YjeF family protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.816161616161616,495,495
XC_1815,166,,,COG0802,gi|188576159|ref|YP_001913088.1| hypothetical protein PXO_00412 [Xanthomonas oryzae pv. oryzae PXO99A],2E-80,0.740963855421687,166,166
XC_1816,577,,,COG0860,gi|188576160|ref|YP_001913089.1| N-acetylmuramoyl-L-alanine amidase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.762798634812287,563,577
XC_1817,625,,,COG0323,gi|188576161|ref|YP_001913090.1| DNA mismatch repair protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.887122416534181,624,625
XC_1818,324,,,COG3358,gi|188576162|ref|YP_001913091.1| lipoprotein [Xanthomonas oryzae pv. oryzae PXO99A],9E-179,0.891696750902527,277,277
XC_1819,323,,,COG3735,gi|188576163|ref|YP_001913092.1| GumN protein [Xanthomonas oryzae pv. oryzae PXO99A],3E-164,0.741324921135647,321,316
XC_1820,213,,,COG5394,gi|188576164|ref|YP_001913093.1| polyhydroxyalkanoate synthesis repressor PhaR [Xanthomonas oryzae pv. oryzae PXO99A],1E-122,0.902439024390244,202,205
XC_1821,246,,,COG1028,gi|188576165|ref|YP_001913094.1| acetoacetyl-CoA reductase [Xanthomonas oryzae pv. oryzae PXO99A],2E-165,0.951219512195122,250,246
XC_1822,299,,,COG0008,gi|188576166|ref|YP_001913095.1| glutamyl-Q tRNA(Asp) synthetase [Xanthomonas oryzae pv. oryzae PXO99A],2E-154,0.77319587628866,297,291
XC_1823,292,,,COG0501,gi|188576167|ref|YP_001913096.1| heat shock protein HtpX [Xanthomonas oryzae pv. oryzae PXO99A],0,0.934931506849315,292,292
XC_1824,689,,,COG0745; COG2199; COG2200,"gi|188576168|ref|YP_001913097.1| signal protein with PAS, GGDEF and EAL domains [Xanthomonas oryzae pv. oryzae PXO99A]",0,0.940493468795356,689,689
XC_1825,393,,,COG2081,gi|188576169|ref|YP_001913098.1| hypothetical protein PXO_00402 [Xanthomonas oryzae pv. oryzae PXO99A],0,0.89058524173028,393,393
XC_1826,166,,,COG4681,gi|188576170|ref|YP_001913099.1| YaeQ family protein [Xanthomonas oryzae pv. oryzae PXO99A],5E-113,0.939759036144578,182,166
XC_1827,161,,,COG1671,gi|188576171|ref|YP_001913100.1| hypothetical protein PXO_00400 [Xanthomonas oryzae pv. oryzae PXO99A],6E-84,0.833333333333333,160,153
XC_1828,69,,,COG1278,gi|190573988|ref|YP_001971833.1| cold shock protein [Stenotrophomonas maltophilia K279a],2E-40,0.927536231884058,69,69
XC_1829,232,,,COG0625,gi|188576173|ref|YP_001913102.1| glutathione S-transferase [Xanthomonas oryzae pv. oryzae PXO99A],2E-149,0.883116883116883,232,231
XC_1830,309,,,COG0657,gi|188576174|ref|YP_001913103.1| carboxylesterase [Xanthomonas oryzae pv. oryzae PXO99A],3E-146,0.717241379310345,291,290
XC_1831,518,,,COG0397,gi|188576175|ref|YP_001913104.1| hypothetical protein PXO_00396 [Xanthomonas oryzae pv. oryzae PXO99A],0,0.824324324324324,518,518
XC_1832,186,,,COG0503,gi|188576176|ref|YP_001913105.1| adenine phosphoribosyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],2E-118,0.919354838709677,186,186
XC_1833,458,,,COG0513,gi|188576177|ref|YP_001913106.1| ATP-dependent RNA helicase DbpA [Xanthomonas oryzae pv. oryzae PXO99A],0,0.965065502183406,458,458
XC_1834,615,,,COG0488,gi|188576178|ref|YP_001913107.1| ABC transporter ATP-binding protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.940129449838188,635,587
XC_1835,147,,,COG2732,gi|56477894|ref|YP_159483.1| hypothetical protein ebA4336 [Aromatoleum aromaticum EbN1],4E-22,0.416,141,124
XC_1836,146,,,COG4290,gi|188576181|ref|YP_001913110.1| ribonuclease [Xanthomonas oryzae pv. oryzae PXO99A],6E-79,0.798657718120805,217,146
XC_1837,203,,,COG0605,gi|188576182|ref|YP_001913111.1| superoxide dismutase [Xanthomonas oryzae pv. oryzae PXO99A],4E-146,0.96551724137931,203,203
XC_1838,277,,,COG0483,gi|188576183|ref|YP_001913112.1| inositol-1-monophosphatase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.981949458483754,277,277
XC_1839,228,,,COG0565,gi|188576184|ref|YP_001913113.1| tRNA/rRNA methyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],4E-119,0.847826086956522,258,226
XC_1840,275,,,COG3221,gi|188576186|ref|YP_001913115.1| phosphate-binding protein [Xanthomonas oryzae pv. oryzae PXO99A],1E-161,0.807272727272727,305,275
XC_1841,705,,,COG2770; COG5001,gi|188576187|ref|YP_001913116.1| signal protein with GGDEF and EAL domains [Xanthomonas oryzae pv. oryzae PXO99A],0,0.936170212765957,705,705
XC_1842,313,,,COG1509,"gi|188576188|ref|YP_001913117.1| lysine 2,3-aminomutase [Xanthomonas oryzae pv. oryzae PXO99A]",0,0.900958466453674,342,313
XC_1843,183,,,COG0231,gi|188576189|ref|YP_001913118.1| elongation factor P [Xanthomonas oryzae pv. oryzae PXO99A],1E-129,0.972677595628415,188,183
XC_1844,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1845,449,,,COG0402,gi|188576191|ref|YP_001913120.1| N-ethylammeline chlorohydrolase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.946547884187082,449,449
XC_1846,239,,,COG2227,gi|188576192|ref|YP_001913121.1| 3-demethylubiquinone-9 3-methyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],7E-159,0.912133891213389,239,239
XC_1847,250,,,COG0546,gi|188576193|ref|YP_001913122.1| phosphoglycolate phosphatase [Xanthomonas oryzae pv. oryzae PXO99A],5E-122,0.821100917431193,221,218
XC_1848,234,,,COG1562,gi|190575193|ref|YP_001973038.1| hypothetical protein Smlt3312 [Stenotrophomonas maltophilia K279a],1E-57,0.53448275862069,229,232
XC_1849,602,,,COG5434,gi|188576195|ref|YP_001913124.1| polygalacturonase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.856893542757417,593,557
XC_1850,393,,,COG4677,gi|188576198|ref|YP_001913127.1| pectinesterase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.877284595300261,401,383
XC_1851,162,,,COG3871,gi|188576204|ref|YP_001913133.1| general stress protein [Xanthomonas oryzae pv. oryzae PXO99A],5E-108,0.950617283950617,162,162
XC_1852,330,,,COG0491,gi|521458901|ref|YP_008146818.1| beta-lactamase [Sorangium cellulosum So0157-2],8E-131,0.657439446366782,321,287
XC_1853,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1854,270,,,COG4302,gi|226943127|ref|YP_002798200.1| ethanolamine ammonia-lyase small subunit [Azotobacter vinelandii DJ],1E-110,0.650735294117647,272,269
XC_1855,464,,,COG4303,gi|357417329|ref|YP_004930349.1| ethanolamine ammonia lyase large subunit [Pseudoxanthomonas spadix BD-a59],0,0.83585313174946,469,463
XC_1856,457,,,COG0531,gi|357417330|ref|YP_004930350.1| ethanolamin permease [Pseudoxanthomonas spadix BD-a59],0,0.829646017699115,454,452
XC_1857,279,,,COG0739,gi|188576209|ref|YP_001913138.1| peptidase [Xanthomonas oryzae pv. oryzae PXO99A],5E-163,0.843416370106762,281,279
XC_1858,449,,,COG0044,gi|188576210|ref|YP_001913139.1| dihydroorotase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.944320712694878,449,449
XC_1859,84,,,COG0759,gi|190575190|ref|YP_001973035.1| hypothetical protein Smlt3309 [Stenotrophomonas maltophilia K279a],6E-43,0.825581395348837,93,84
XC_1860,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1861,162,,,COG1734,gi|188576211|ref|YP_001913140.1| DnaK supressor [Xanthomonas oryzae pv. oryzae PXO99A],1E-108,0.950617283950617,162,162
XC_1862,376,,,COG0793,gi|37522116|ref|NP_925493.1| interphotoreceptor retinoid-binding protein [Gloeobacter violaceus PCC 7421],2E-10,0.614035087719298,89,57
XC_1863,348,,,COG0793,"gi|188576212|ref|YP_001913141.1| peptidase, S41 family [Xanthomonas oryzae pv. oryzae PXO99A]",4E-25,0.614457831325301,102,83
XC_1864,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1865,410,,,COG2814,gi|188576213|ref|YP_001913142.1| drug:proton antiporter [Xanthomonas oryzae pv. oryzae PXO99A],0,0.919117647058823,416,408
XC_1866,145,,,COG2166,gi|188576214|ref|YP_001913143.1| SufE protein probably involved in Fe-S center assembly [Xanthomonas oryzae pv. oryzae PXO99A],3E-98,0.937931034482759,146,145
XC_1867,474,,,COG0215,gi|188576215|ref|YP_001913144.1| cysteinyl-tRNA synthetase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.860759493670886,457,474
XC_1868,175,,,COG3134,gi|15837598|ref|NP_298286.1| hypothetical protein XF0996 [Xylella fastidiosa 9a5c],4E-53,0.549132947976879,171,169
XC_1869,335,,,COG0078,gi|188576218|ref|YP_001913147.1| N-acetylornithine carbamoyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.990963855421687,339,332
XC_1870,167,,,COG1764,"gi|469817510|ref|YP_007589594.1| putative redox protein, regulator of disulfide bond formation [Rhodanobacter denitrificans]",4E-60,0.65359477124183,156,153
XC_1871,413,,,COG0137,gi|188576219|ref|YP_001913148.1| argininosuccinate synthase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.967088607594937,397,395
XC_1872,366,,,COG0624,gi|188576221|ref|YP_001913150.1| acetylornithine deacetylase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.950819672131147,366,366
XC_1873,447,,,COG0548; COG5630,gi|188576222|ref|YP_001913151.1| acetylglutamate kinase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.955257270693512,447,447
XC_1874,257,,,COG1670,gi|188576223|ref|YP_001913152.1| amino-acid acetyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],1E-103,0.826530612244898,203,196
XC_1875,318,,,COG0002,gi|357417290|ref|YP_004930310.1| N-acetyl-gamma-glutamyl-phosphate reductase [Pseudoxanthomonas spadix BD-a59],0,0.828478964401295,316,309
XC_1876,431,,,COG0165,gi|188576225|ref|YP_001913154.1| argininosuccinate lyase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.935034802784223,431,431
XC_1877,121,,,COG0662,gi|188576226|ref|YP_001913155.1| cupin [Xanthomonas oryzae pv. oryzae PXO99A],2E-59,0.767857142857143,135,112
XC_1878,86,,,COG2350,gi|188576227|ref|YP_001913156.1| hypothetical protein PXO_00344 [Xanthomonas oryzae pv. oryzae PXO99A],1E-35,0.753246753246753,77,77
XC_1879,384,,,COG0263,gi|188576228|ref|YP_001913157.1| gamma-glutamyl kinase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.914364640883978,362,362
XC_1880,414,,,COG0014,gi|188576229|ref|YP_001913158.1| gamma-glutamyl phosphate reductase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.881642512077295,414,414
XC_1881,637,,,COG2936,gi|188576230|ref|YP_001913159.1| alpha-amino acid ester hydrolase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.921507064364207,637,637
XC_1882,421,,,COG2807,gi|188576231|ref|YP_001913160.1| MFS transporter [Xanthomonas oryzae pv. oryzae PXO99A],0,0.885085574572127,422,409
XC_1883,38,,,COG4890,gi|190575168|ref|YP_001973013.1| transmembrane cyd operon protein [Stenotrophomonas maltophilia K279a],2E-09,0.766666666666667,33,30
XC_1884,383,,,COG1294,gi|190575167|ref|YP_001973012.1| transmembrane cytochrome bd-II oxidase subunit II [Stenotrophomonas maltophilia K279a],0,0.848563968668407,383,383
XC_1885,529,,,COG1271,gi|190575166|ref|YP_001973011.1| cytochrome D ubiquinol oxidase subunit I [Stenotrophomonas maltophilia K279a],0,0.831758034026465,530,528
XC_1886,565,,,COG4988,gi|188576236|ref|YP_001913165.1| cysteine ABC transporter ATP-binding protein/permease [Xanthomonas oryzae pv. oryzae PXO99A],0,0.841918294849023,577,562
XC_1887,561,,,COG4987,gi|188576237|ref|YP_001913166.1| cysteine ABC transporter ATP-binding protein/permease [Xanthomonas oryzae pv. oryzae PXO99A],0,0.806104129263914,558,557
XC_1888,237,,,COG1278; COG3326,gi|109898941|ref|YP_662196.1| cold-shock DNA-binding domain-containing protein [Pseudoalteromonas atlantica T6c],3E-58,0.462616822429907,204,214
XC_1889,399,,,COG2021,gi|188577042|ref|YP_001913971.1| homoserine O-acetyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.852130325814536,380,399
XC_1890,337,,,COG4235,gi|188576867|ref|YP_001913796.1| C-type cytochrome biogenesis protein [Xanthomonas oryzae pv. oryzae PXO99A],3E-171,0.795252225519288,339,337
XC_1891,143,,,COG3088,gi|188576866|ref|YP_001913795.1| C-type cytochrome biogenesis protein [Xanthomonas oryzae pv. oryzae PXO99A],6E-68,0.845588235294118,136,136
XC_1892,186,,,COG0526,gi|188576865|ref|YP_001913794.1| C-type cytochrome biogenesis protein/thioredoxin [Xanthomonas oryzae pv. oryzae PXO99A],1E-112,0.934131736526946,200,167
XC_1893,645,,,COG1138,gi|188576864|ref|YP_001913793.1| cytochrome c-type biogenesis protein CcmF [Xanthomonas oryzae pv. oryzae PXO99A],0,0.931357254290172,645,641
XC_1894,156,,,COG2332,gi|188576863|ref|YP_001913792.1| cytochrome c-type biogenesis protein CcmE [Xanthomonas oryzae pv. oryzae PXO99A],2E-79,0.881578947368421,152,151
XC_1895,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1896,250,,,COG0755,gi|188576861|ref|YP_001913790.1| ABC transporter heme permease [Xanthomonas oryzae pv. oryzae PXO99A],1E-158,0.947791164658635,249,249
XC_1897,231,,,COG2386,gi|188576860|ref|YP_001913789.1| heme exporter protein CcmB [Xanthomonas oryzae pv. oryzae PXO99A],1E-141,0.96969696969697,231,231
XC_1898,214,,,COG4133,gi|188576859|ref|YP_001913788.1| cytochrome c biogenesis protein CcmA [Xanthomonas oryzae pv. oryzae PXO99A],5E-145,0.967289719626168,214,214
XC_1899,373,,,COG0436,gi|188576858|ref|YP_001913787.1| aminotransferase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.943699731903485,382,373
XC_1900,267,,,COG0388,"gi|188576857|ref|YP_001913786.1| hydrolase, carbon-nitrogen family [Xanthomonas oryzae pv. oryzae PXO99A]",2E-179,0.902255639097744,266,266
XC_1901,272,,,COG3823,gi|188576664|ref|YP_001913593.1| glutamine cyclotransferase [Xanthomonas oryzae pv. oryzae PXO99A],3E-141,0.755905511811024,267,254
XC_1902,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1903,148,,,COG5400,gi|333984323|ref|YP_004513533.1| hypothetical protein [Methylomonas methanica MC09],3E-31,0.456521739130435,145,137
XC_1904,546,,,COG1187,gi|188576662|ref|YP_001913591.1| ribosomal large subunit pseudouridine synthase B [Xanthomonas oryzae pv. oryzae PXO99A],0,0.957605985037406,542,400
XC_1905,399,,,COG1386,gi|188576661|ref|YP_001913590.1| segregation and condensation protein B [Xanthomonas oryzae pv. oryzae PXO99A],8E-172,0.7175,401,399
XC_1906,279,,,COG1354,gi|188576660|ref|YP_001913589.1| segregation and condensation protein A [Xanthomonas oryzae pv. oryzae PXO99A],0,0.989208633093525,279,278
XC_1907,99,,,COG2350,gi|190575143|ref|YP_001972988.1| YciI enzymatic domain-containing protein [Stenotrophomonas maltophilia K279a],5E-48,0.767676767676768,99,99
XC_1908,107,,,COG0271,gi|188576658|ref|YP_001913587.1| morphogene BolA protein [Xanthomonas oryzae pv. oryzae PXO99A],5E-46,0.853932584269663,89,89
XC_1909,345,,,COG1609,gi|190575141|ref|YP_001972986.1| LacI family transcriptional regulator [Stenotrophomonas maltophilia K279a],1E-180,0.789156626506024,340,332
XC_1910,992,,,COG4771,gi|188576655|ref|YP_001913584.1| TonB-dependent outer membrane receptor [Xanthomonas oryzae pv. oryzae PXO99A],0,0.926411290322581,992,992
XC_1911,525,,,COG5368,gi|188576654|ref|YP_001913583.1| hypothetical protein PXO_00879 [Xanthomonas oryzae pv. oryzae PXO99A],0,0.946360153256705,557,522
XC_1912,440,,,COG1653,gi|188576653|ref|YP_001913582.1| sugar ABC transporter substrate-binding protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.930288461538462,448,416
XC_1913,294,,,COG1175,gi|188576652|ref|YP_001913581.1| sugar ABC transporter permease [Xanthomonas oryzae pv. oryzae PXO99A],0,0.989795918367347,294,294
XC_1914,278,,,COG0395,gi|188576651|ref|YP_001913580.1| L-arabinose transport system permease [Xanthomonas oryzae pv. oryzae PXO99A],0,0.964028776978417,278,278
XC_1915,1044,,,COG3408,gi|188576650|ref|YP_001913579.1| discoidin domain-containing protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.917555771096023,1054,1031
XC_1916,294,,,COG3568,gi|190575134|ref|YP_001972979.1| endonuclease/exonuclease/phosphatase family secreted protein [Stenotrophomonas maltophilia K279a],2E-114,0.662650602409639,253,248
XC_1917,406,,,COG1916,gi|188576649|ref|YP_001913578.1| pheromone shutdown protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.935960591133005,410,406
XC_1918,179,,,COG1247,gi|188576648|ref|YP_001913577.1| phosphinothricin N-acetyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],8E-95,0.798850574712644,175,174
XC_1919,299,,,COG0388,gi|188576647|ref|YP_001913576.1| beta-alanine synthetase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.95578231292517,294,294
XC_1920,328,,,COG2957,gi|188576646|ref|YP_001913575.1| peptidyl-arginine deiminase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.884146341463415,347,328
XC_1921,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1922,41,,,COG0257,gi|188576642|ref|YP_001913571.1| 50S ribosomal protein L36 [Xanthomonas oryzae pv. oryzae PXO99A],2E-20,1,41,41
XC_1923,227,,,COG0283,gi|188576641|ref|YP_001913570.1| cytidylate kinase [Xanthomonas oryzae pv. oryzae PXO99A],3E-147,0.942477876106195,226,226
XC_1924,561,,,COG1185; COG0539,gi|188576640|ref|YP_001913569.1| 30S ribosomal protein S1 [Xanthomonas oryzae pv. oryzae PXO99A],0,0.985739750445633,559,561
XC_1925,103,,,COG0776,gi|188576639|ref|YP_001913568.1| integration host factor subunit beta [Xanthomonas oryzae pv. oryzae PXO99A],2E-66,0.970873786407767,103,103
XC_1926,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1927,392,,,COG2956,gi|188576637|ref|YP_001913566.1| tetratricopeptide repeat protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.971938775510204,392,392
XC_1928,322,,,COG0472,gi|188576636|ref|YP_001913565.1| lipopolysaccharide core biosynthesis protein [Xanthomonas oryzae pv. oryzae PXO99A],9E-149,0.746875,324,320
XC_1929,635,,,COG1086,gi|188576635|ref|YP_001913564.1| epimerase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.970588235294118,612,612
XC_1930,272,,,COG1210,gi|188576634|ref|YP_001913563.1| UTP-glucose-1-phosphate uridylyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.952205882352941,297,272
XC_1931,610,,,COG1226; COG0475,gi|190574029|ref|YP_001971874.1| sodium/hydrogen exchanger TrkA-N domain transmembrane transport protein [Stenotrophomonas maltophilia K279a],0,0.761513157894737,616,608
XC_1932,93,,,COG3492,gi|188576629|ref|YP_001913558.1| hypothetical protein PXO_00903 [Xanthomonas oryzae pv. oryzae PXO99A],6E-57,0.91304347826087,98,92
XC_1933,303,,,COG0190,"gi|188576628|ref|YP_001913557.1| bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase [Xanthomonas oryzae pv. oryzae PXO99A]",0,0.964539007092199,294,282
XC_1934,485,,,COG2070; COG0516; COG0517,gi|188576627|ref|YP_001913556.1| inosine 5'-monophosphate dehydrogenase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.975257731958763,485,485
XC_1935,521,,,COG0518; COG0519,gi|188576626|ref|YP_001913555.1| GMP synthase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.973128598848369,521,521
XC_1936,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1937,548,,,COG3850; COG2197,gi|188576618|ref|YP_001913547.1| methyl-accepting chemotaxis protein [Xanthomonas oryzae pv. oryzae PXO99A],3E-180,0.696969696969697,354,363
XC_1938,217,,,COG2197,gi|190574796|ref|YP_001972641.1| two-component system response regulator transcriptional regulator [Stenotrophomonas maltophilia K279a],3E-93,0.674528301886792,213,212
XC_1939,1009,,,COG3292; COG4585,gi|190574795|ref|YP_001972640.1| two-component system sensor histidine kinase [Stenotrophomonas maltophilia K279a],0,0.461071789686552,1032,975
XC_1940,147,,,COG2207,gi|190574793|ref|YP_001972638.1| AraC family transcriptional regulator [Stenotrophomonas maltophilia K279a],5E-24,0.5,226,127
XC_1941,218,,,COG1335,"gi|190574792|ref|YP_001972637.1| hydrolase, isochorismatase family [Stenotrophomonas maltophilia K279a]",1E-133,0.830275229357798,218,218
XC_1942,141,,,COG2259,gi|190574791|ref|YP_001972636.1| transmembrane protein [Stenotrophomonas maltophilia K279a],1E-37,0.708661417322835,145,127
XC_1943,615,,,COG1574,gi|190574790|ref|YP_001972635.1| amidohydrolase [Stenotrophomonas maltophilia K279a],0,0.832520325203252,613,615
XC_1944,550,,,COG0477,gi|190574788|ref|YP_001972633.1| major facilitator superfamily transmembrane transporter [Stenotrophomonas maltophilia K279a],0,0.705882352941177,543,544
XC_1945,1077,,,COG0841,gi|389877242|ref|YP_006370807.1| acriflavin resistance protein [Tistrella mobilis KA081020-065],4E-12,0.43,118,88
XC_1946,274,,,COG2267,gi|190574787|ref|YP_001972632.1| non-heme chloroperoxidase [Stenotrophomonas maltophilia K279a],1E-173,0.843065693430657,274,274
XC_1947,444,,,COG1914,gi|188576616|ref|YP_001913545.1| manganese transport protein MntH [Xanthomonas oryzae pv. oryzae PXO99A],0,0.90293453724605,444,443
XC_1948,155,,,COG1321,gi|188576615|ref|YP_001913544.1| manganese transport regulator MntR [Xanthomonas oryzae pv. oryzae PXO99A],4E-101,0.954248366013072,155,153
XC_1949,170,,,COG0590,gi|188576614|ref|YP_001913543.1| tRNA-specific adenosine deaminase [Xanthomonas oryzae pv. oryzae PXO99A],9E-95,0.855345911949686,171,159
XC_1950,194,,,COG1949,gi|188576613|ref|YP_001913542.1| oligoribonuclease [Xanthomonas oryzae pv. oryzae PXO99A],1E-130,0.932642487046632,194,193
XC_1951,322,,,COG0668,gi|188576612|ref|YP_001913541.1| small conductance mechanosensitive ion channel [Xanthomonas oryzae pv. oryzae PXO99A],0,0.870860927152318,319,302
XC_1952,797,,,COG0574; COG1080,gi|188576611|ref|YP_001913540.1| phosphoenolpyruvate synthase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.967336683417085,792,796
XC_1953,267,,,COG1806,gi|188576610|ref|YP_001913539.1| hypothetical protein PXO_00923 [Xanthomonas oryzae pv. oryzae PXO99A],0,0.970037453183521,273,267
XC_1954,169,,,COG3151,gi|188576609|ref|YP_001913538.1| hypothetical protein PXO_00924 [Xanthomonas oryzae pv. oryzae PXO99A],1E-114,0.93491124260355,169,169
XC_1955,162,,,COG1051,"gi|188576608|ref|YP_001913537.1| 7,8-dihydro-8-oxoguanine-triphosphatase [Xanthomonas oryzae pv. oryzae PXO99A]",2E-106,0.907407407407407,162,162
XC_1956,252,,,COG1028,gi|188576607|ref|YP_001913536.1| D-beta-hydroxybutyrate dehydrogenase [Xanthomonas oryzae pv. oryzae PXO99A],1E-149,0.869047619047619,252,252
XC_1957,204,,,COG1183,gi|188576606|ref|YP_001913535.1| CDP-diacylglycerol--serine O-phosphatidyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],2E-137,0.979695431472081,198,197
XC_1958,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1959,354,,,COG3243,gi|188576604|ref|YP_001913533.1| poly-beta-hydroxybutyrate polymerase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.935028248587571,358,354
XC_1960,52,,,COG1983,gi|188576603|ref|YP_001913532.1| PspC domain superfamily [Xanthomonas oryzae pv. oryzae PXO99A],5E-27,0.961538461538462,66,52
XC_1961,2294,,,COG1305; COG3209; COG4886,gi|404496335|ref|YP_006720441.1| RHS repeat protein [Geobacter metallireducens GS-15],5E-07,0.370689655172414,171,97
XC_1962,417,,,COG0665,gi|188576601|ref|YP_001913530.1| FAD dependent oxidoreductase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.840796019900497,403,402
XC_1963,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1964,786,,,COG2183,gi|188576599|ref|YP_001913528.1| S1 RNA binding domain-containing protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.913595933926302,787,786
XC_1965,1131,,,COG0784; COG2202; COG2203; COG2205,gi|188576475|ref|YP_001913404.1| two-component system sensor protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.764448336252189,1146,1127
XC_1966,107,,,COG0784,gi|188576476|ref|YP_001913405.1| two-component system regulatory protein [Xanthomonas oryzae pv. oryzae PXO99A],5E-51,0.757009345794393,123,107
XC_1967,0,,,,HITS_NOT_FOUND,0,0,0,0
